rank,name,platform,year,genre,publisher,na_sales,eu_sales,jp_sales,other_sales,global_sales
14999,bust-a-move,3do,1994.0,puzzle,micro cabin,0.0,0.0,0.02,0.0,0.02
15000,wii de asobu: metroid prime,wii,nan,shooter,nintendo,0.0,0.0,0.02,0.0,0.02
15001,payout poker & casino,psp,nan,misc,unknown,0.02,0.0,0.0,0.0,0.02
15002,wii de asobu: metroid prime,wii,nan,shooter,nintendo,0.0,0.0,0.02,0.0,0.02
15003,wangan midnight portable,psp,2007.0,racing,genki,0.0,0.0,0.02,0.0,0.02
15004,cross ange: tenshi to ryuu no rondo tr.,psv,2015.0,action,namco bandai games,0.0,0.0,0.02,0.0,0.02
15005,canvas 2,ps2,2006.0,adventure,kadokawa shoten,0.0,0.0,0.02,0.0,0.02
15006,memories off: sorekara again,ps2,2006.0,adventure,kid,0.0,0.0,0.02,0.0,0.02
15007,tom clancy's rainbow six: vegas 2,pc,2008.0,shooter,ubisoft,0.0,0.02,0.0,0.0,0.02
15008,11eyes: crossover,x360,2009.0,adventure,5pb,0.0,0.0,0.02,0.0,0.02
15009,kenka bancho otome,psv,2016.0,action,screenlife,0.0,0.0,0.02,0.0,0.02
15010,supermodel makeover by lauren luke,ds,2009.0,simulation,avanquest,0.0,0.02,0.0,0.0,0.02
15011,george of the jungle and the search for the secret,wii,2008.0,platform,ignition entertainment,0.02,0.0,0.0,0.0,0.02
15012,airforce delta storm,gba,2002.0,shooter,konami digital entertainment,0.02,0.01,0.0,0.0,0.02
15013,serious sam hd: gold edition,x360,2011.0,shooter,mastertronic,0.0,0.02,0.0,0.0,0.02
15014,peter pan in disney's return to never land,ps,2002.0,platform,sony computer entertainment,0.01,0.01,0.0,0.0,0.02
15015,ferrari challenge trofeo pirelli deluxe,wii,2009.0,racing,system 3 arcade software,0.0,0.02,0.0,0.0,0.02
15016,xenosaga i·ii,ds,2006.0,role-playing,namco bandai games,0.0,0.0,0.02,0.0,0.02
15017,simcity societies,pc,2007.0,simulation,electronic arts,0.0,0.02,0.0,0.0,0.02
15018,mesaze!! tsuri master: sekai ni challenge! hen,wii,2008.0,sports,hudson soft,0.0,0.0,0.02,0.0,0.02
15019,tv anime idolm@ster: cinderella girls g4u! pack vol.9,ps3,2016.0,misc,namco bandai games,0.0,0.0,0.02,0.0,0.02
15020,fishdom 2 deluxe,pc,2010.0,puzzle,rondomedia,0.0,0.02,0.0,0.01,0.02
15021,kuusen ii,ps2,2004.0,simulation,kadokawa shoten,0.0,0.0,0.02,0.0,0.02
15022,cross channel: in memory of all people,x360,2011.0,adventure,cyberfront,0.0,0.0,0.02,0.0,0.02
15023,bomberman story ds,ds,2007.0,role-playing,rising star games,0.0,0.0,0.02,0.0,0.02
15024,penguins of madagascar,wii,2014.0,action,namco bandai games,0.0,0.02,0.0,0.0,0.02
15025,clannad: mitsumi mamoru sakamichi de - joukan,psp,2010.0,adventure,prototype,0.0,0.0,0.02,0.0,0.02
15026,brothers in arms: hell's highway,pc,2008.0,shooter,ubisoft,0.0,0.02,0.0,0.0,0.02
15027,are you alice?,psp,2011.0,adventure,idea factory,0.0,0.0,0.02,0.0,0.02
15028,future tactics: the uprising,gc,2004.0,strategy,jowood productions,0.02,0.0,0.0,0.0,0.02
15029,stronghold crusader extreme,pc,2008.0,strategy,gamecock,0.0,0.02,0.0,0.0,0.02
15030,kensei: sacred fist,ps,1997.0,fighting,konami digital entertainment,0.01,0.01,0.0,0.0,0.02
15031,backyard nfl football,ds,2007.0,sports,atari,0.02,0.0,0.0,0.0,0.02
15032,okashi na shima no peter pan: sweet never land,psp,2011.0,adventure,quinrose,0.0,0.0,0.02,0.0,0.02
15033,urakata hakuoki,psp,2013.0,adventure,idea factory,0.0,0.0,0.02,0.0,0.02
15034,cities xl 2011,pc,2010.0,simulation,focus home interactive,0.0,0.02,0.0,0.0,0.02
15035,kung fu panda,pc,2008.0,action,activision,0.0,0.02,0.0,0.0,0.02
15036,gift: prism,ps2,2006.0,adventure,sweets,0.0,0.0,0.02,0.0,0.02
15037,pdc world championship darts: pro tour,x360,2010.0,sports,o-games,0.0,0.02,0.0,0.0,0.02
15038,shanghai: true valor,ps,1998.0,puzzle,activision,0.01,0.01,0.0,0.0,0.02
15039,tokyo xanadu ex+,ps4,2016.0,role-playing,nihon falcom corporation,0.0,0.0,0.02,0.0,0.02
15040,major dream: major ds dream baseball,ds,2008.0,sports,takara tomy,0.0,0.0,0.02,0.0,0.02
15041,steins;gate: senkei kousoku no phonogram,x360,2013.0,adventure,5pb,0.0,0.0,0.02,0.0,0.02
15042,thunderbirds,gba,2004.0,shooter,vivendi games,0.02,0.01,0.0,0.0,0.02
15043,winning post 8 2015,psv,2015.0,action,tecmo koei,0.0,0.0,0.02,0.0,0.02
15044,vitamin z revolution,psp,2010.0,adventure,d3publisher,0.0,0.0,0.02,0.0,0.02
15045,aria: the origination ~aoi wakusei no el cielo~,ps2,2008.0,adventure,alchemist,0.0,0.0,0.02,0.0,0.02
15046,inkheart,ds,2009.0,adventure,dreamcatcher interactive,0.02,0.0,0.0,0.0,0.02
15047,street fighter x tekken,pc,2012.0,fighting,capcom,0.0,0.02,0.0,0.0,0.02
15048,lunatic dawn tempest,ps2,2001.0,role-playing,artdink,0.0,0.0,0.02,0.0,0.02
15049,ceville,pc,2009.0,action,kalypso media,0.0,0.02,0.0,0.0,0.02
15050,strike witches: shirogane no tsubasa,psp,2012.0,strategy,kadokawa shoten,0.0,0.0,0.02,0.0,0.02
15051,total immersion racing,xb,2002.0,racing,empire interactive,0.02,0.01,0.0,0.0,0.02
15052,totally spies! 2: undercover,ds,2006.0,action,atari,0.01,0.01,0.0,0.0,0.02
15053,luxor: the wrath of set,psp,2006.0,puzzle,mumbo jumbo,0.02,0.0,0.0,0.0,0.02
15054,natalie brooks: mystery at hillcrest high,ds,2012.0,action,licensed 4u,0.0,0.02,0.0,0.0,0.02
15055,nascar heat evolution,xone,2016.0,racing,dusenberry martin racing,0.02,0.0,0.0,0.0,0.02
15056,board game: top shop,ps,1999.0,misc,success,0.01,0.01,0.0,0.0,0.02
15057,nana: live staff daiboshuu! shoshinsha kangei,ds,2007.0,action,konami digital entertainment,0.0,0.0,0.02,0.0,0.02
15058,castlevania: lords of shadow - reverie,x360,2011.0,action,konami digital entertainment,0.02,0.0,0.0,0.0,0.02
15059,xia-xia,ds,2012.0,platform,nan,0.0,0.02,0.0,0.0,0.02
15060,cocoto magic circus,wii,2008.0,shooter,neko entertainment,0.02,0.0,0.0,0.0,0.02
15061,zero no tsukaima: shou-akuma to harukaze no concerto,ps2,2007.0,adventure,marvelous interactive,0.0,0.0,0.02,0.0,0.02
15062,dunamis 15,ps3,2011.0,adventure,5pb,0.0,0.0,0.02,0.0,0.02
15063,demikids: dark version,gba,2002.0,role-playing,atlus,0.02,0.01,0.0,0.0,0.02
15064,mage knight: destiny's soldier,ds,2006.0,strategy,namco bandai games,0.02,0.0,0.0,0.0,0.02
15065,gt legends,pc,2005.0,racing,atari,0.0,0.02,0.0,0.0,0.02
15066,blender bros.,gba,2002.0,platform,unknown,0.02,0.01,0.0,0.0,0.02
15067,suzumiya haruhi no heiretsu,wii,2009.0,adventure,sega,0.0,0.0,0.02,0.0,0.02
15068,f1 race stars,pc,2012.0,racing,codemasters,0.0,0.02,0.0,0.0,0.02
15069,demikids: light version,gba,2002.0,role-playing,atlus,0.02,0.01,0.0,0.0,0.02
15070,nanatsuiro * drops pure!!,ps2,2007.0,adventure,media works,0.0,0.0,0.02,0.0,0.02
15071,pe-jongju to manabu kankokugo ds: test-hen,ds,2010.0,misc,d3publisher,0.0,0.0,0.02,0.0,0.02
15072,escape the emerald star,pc,2011.0,puzzle,popcap games,0.02,0.0,0.0,0.0,0.02
15073,la corda d'oro 4,psv,2016.0,action,tecmo koei,0.0,0.0,0.02,0.0,0.02
15074,thomas and friends: steaming around sodor,3ds,2015.0,action,avanquest software,0.0,0.02,0.0,0.0,0.02
15075,titanic mystery,wii,2010.0,puzzle,o-games,0.02,0.0,0.0,0.0,0.02
15076,falcon 4.0: allied force,pc,2005.0,simulation,graphsim entertainment,0.0,0.02,0.0,0.0,0.02
15077,bottom of the 9th '97,ps,1997.0,sports,konami digital entertainment,0.01,0.01,0.0,0.0,0.02
15078,shaman king: chou senjiryokketsu 3,gba,2002.0,role-playing,king records,0.0,0.0,0.02,0.0,0.02
15079,ride,x360,2015.0,racing,milestone s.r.l.,0.0,0.02,0.0,0.0,0.02
15080,line rider 2: unbound,wii,2008.0,puzzle,deep silver,0.02,0.0,0.0,0.0,0.02
15081,hatsukare * renai debut sengen!,psp,2013.0,adventure,furyu,0.0,0.0,0.02,0.0,0.02
15082,treasure chase,ds,2011.0,puzzle,storm city games,0.02,0.0,0.0,0.0,0.02
15083,unreal anthology,pc,2006.0,shooter,midway games,0.0,0.02,0.0,0.0,0.02
15084,x3: terran war pack,pc,2012.0,misc,deep silver,0.0,0.02,0.0,0.0,0.02
15085,prison architect,ps4,2016.0,action,introversion software,0.01,0.01,0.0,0.0,0.02
15086,g1 jockey wii,wii,2007.0,sports,tecmo koei,0.0,0.01,0.02,0.0,0.02
15087,kingdom: ikkitousen no ken,psp,2010.0,action,konami digital entertainment,0.0,0.0,0.02,0.0,0.02
15088,wrestle kingdom 2: pro wrestling sekai taisen,ps2,2007.0,fighting,yuke's,0.0,0.0,0.02,0.0,0.02
15089,rugby league live 3,ps4,2015.0,action,tru blu entertainment,0.0,0.02,0.0,0.0,0.02
15090,tom clancy's endwar,pc,2009.0,strategy,ubisoft,0.0,0.02,0.0,0.0,0.02
15091,raycrisis: series termination,ps,1999.0,shooter,jvc,0.01,0.01,0.0,0.0,0.02
15092,left 4 dead,pc,2008.0,shooter,electronic arts,0.0,0.02,0.0,0.0,0.02
15093,bejeweled 2 deluxe,pc,2006.0,puzzle,focus home interactive,0.0,0.02,0.0,0.0,0.02
15094,ikki tousen: shining dragon,ps2,2007.0,role-playing,marvelous interactive,0.0,0.0,0.02,0.0,0.02
15095,kimi ga aruji de shitsuji ga ore de: oshie nikki,ps2,2008.0,adventure,minato station,0.0,0.0,0.02,0.0,0.02
15096,toxic grind,xb,2002.0,sports,thq,0.02,0.0,0.0,0.0,0.02
15097,dirt,pc,2007.0,racing,codemasters,0.0,0.02,0.0,0.0,0.02
15098,kawasaki jet ski,wii,2008.0,racing,metro 3d,0.02,0.0,0.0,0.0,0.02
15099,genkai tokki: seven pirates,psv,2016.0,role-playing,compile heart,0.0,0.0,0.02,0.0,0.02
15100,enchanted arms (jp sales),x360,2006.0,role-playing,ubisoft,0.0,0.0,0.02,0.0,0.02
15101,scrapland,xb,2005.0,action,deep silver,0.02,0.0,0.0,0.0,0.02
15102,daito giken koushiki pachi-slot simulator: hihouden - fuujirareta megami portable,psp,2011.0,misc,paon,0.0,0.0,0.02,0.0,0.02
15103,geten no hana,psp,2013.0,misc,tecmo koei,0.0,0.0,0.02,0.0,0.02
15104,crazy machines,wii,2010.0,puzzle,dtp entertainment,0.01,0.01,0.0,0.0,0.02
15105,harukanaru toki no naka de 3 with izayoiki aizouban,psp,2009.0,adventure,tecmo koei,0.0,0.0,0.02,0.0,0.02
15106,blade arcus from shining ex,ps3,2015.0,fighting,sega,0.0,0.0,0.02,0.0,0.02
15107,brave: the video game,wii,2012.0,action,disney interactive studios,0.0,0.02,0.0,0.0,0.02
15108,frontlines: fuel of war,pc,2008.0,shooter,thq,0.0,0.02,0.0,0.0,0.02
15109,d.gray-man: sousha no shikaku,ps2,2008.0,adventure,konami digital entertainment,0.0,0.0,0.02,0.0,0.02
15110,indianapolis 500 evolution,x360,2009.0,racing,zushi games,0.02,0.0,0.0,0.0,0.02
15111,ookami to koushinryou: omiowataru kaze,ds,2009.0,adventure,ascii media works,0.0,0.0,0.02,0.0,0.02
15112,grey's anatomy: the video game,pc,2009.0,adventure,ubisoft,0.0,0.02,0.0,0.0,0.02
15113,school days lxh,ps2,2008.0,adventure,interchannel,0.0,0.0,0.02,0.0,0.02
15114,neo angelique,ps2,2006.0,adventure,tecmo koei,0.0,0.0,0.02,0.0,0.02
15115,big idea's veggietales: larryboy and the bad apple,ps2,2006.0,action,crave entertainment,0.01,0.01,0.0,0.0,0.02
15116,namco museum battle collection (jp sales),psp,2005.0,misc,sony computer entertainment,0.0,0.0,0.02,0.0,0.02
15117,chaos;head noah,psp,2010.0,adventure,5pb,0.0,0.0,0.02,0.0,0.02
15118,brandish: the dark revenant,psp,2009.0,role-playing,falcom corporation,0.0,0.0,0.02,0.0,0.02
15119,summon night: swordcraft story,gba,2003.0,role-playing,banpresto,0.02,0.01,0.0,0.0,0.02
15120,samurai shodown v,xb,2006.0,fighting,ignition entertainment,0.02,0.0,0.0,0.0,0.02
15121,pro fishing challenge,xb,2004.0,sports,atlus,0.02,0.0,0.0,0.0,0.02
15122,minna no chizu 2,psp,2007.0,misc,zenrin,0.0,0.0,0.02,0.0,0.02
15123,franklin's great adventures,ds,2006.0,action,game factory,0.02,0.0,0.0,0.0,0.02
15124,test drive unlimited,pc,2007.0,racing,atari,0.0,0.02,0.0,0.0,0.02
15125,saw,pc,2009.0,action,konami digital entertainment,0.0,0.02,0.0,0.0,0.02
15126,princess saver! eternal love for my lady,ps2,2010.0,adventure,comfort,0.0,0.0,0.02,0.0,0.02
15127,to love-ru trouble: darkness - true princess,psv,2015.0,action,furyu,0.0,0.0,0.02,0.0,0.02
15128,tokyo mew mew,ps,2002.0,role-playing,takara,0.0,0.0,0.02,0.0,0.02
15129,jitsumei jikkyou keiba dream classic 2002,ps2,2002.0,sports,namco bandai games,0.0,0.0,0.02,0.0,0.02
15130,ice age: dawn of the dinosaurs,pc,2009.0,action,activision,0.02,0.0,0.0,0.0,0.02
15131,interactive storybook ds series 3,ds,2007.0,misc,tommo,0.02,0.0,0.0,0.0,0.02
15132,moujuutsukai to oujisama: snow bride portable,psp,2012.0,adventure,idea factory,0.0,0.0,0.02,0.0,0.02
15133,twinkle * crusaders gogo!,psp,2010.0,adventure,ascii media works,0.0,0.0,0.02,0.0,0.02
15134,serious sam hd: gold edition,pc,2010.0,shooter,devolver digital,0.0,0.02,0.0,0.0,0.02
15135,rule of rose,ps2,2006.0,action,505 games,0.01,0.01,0.0,0.0,0.02
15136,redcard 20-03,gc,2002.0,sports,midway games,0.02,0.0,0.0,0.0,0.02
15137,homeworld,pc,1998.0,strategy,vivendi games,0.0,0.02,0.0,0.0,0.02
15138,freestyle metal x,xb,2003.0,racing,midway games,0.02,0.0,0.0,0.0,0.02
15139,shonen jump's one piece: grand adventure,ps2,2005.0,fighting,namco bandai games,0.01,0.01,0.0,0.0,0.02
15140,pac-man world rally,ps2,2006.0,racing,namco bandai games,0.01,0.01,0.0,0.0,0.02
15141,plants vs. zombies: garden warfare,pc,2014.0,shooter,electronic arts,0.0,0.02,0.0,0.0,0.02
15142,max payne,pc,2001.0,shooter,take-two interactive,0.0,0.02,0.0,0.0,0.02
15143,uta kumi 575,psv,2014.0,misc,sega,0.0,0.0,0.02,0.0,0.02
15144,invizimals: the lost kingdom,ps3,2013.0,action,sony computer entertainment,0.0,0.02,0.0,0.01,0.02
15145,428: fuusa sareta shibuya de,ps3,2009.0,adventure,spike,0.0,0.0,0.02,0.0,0.02
15146,il-2 sturmovik: forgotten battles,pc,2003.0,simulation,ubisoft,0.0,0.02,0.0,0.0,0.02
15147,overlord,pc,2007.0,strategy,codemasters,0.0,0.02,0.0,0.0,0.02
15148,sacred 3,pc,2014.0,role-playing,deep silver,0.0,0.02,0.0,0.0,0.02
15149,the professor's brain trainer: logic,ds,2005.0,puzzle,505 games,0.02,0.0,0.0,0.0,0.02
15150,fritz chess,wii,2009.0,strategy,deep silver,0.02,0.01,0.0,0.0,0.02
15151,hisshou pachinko * pachi-slot kouryaku series portable vol. 2: cr evangelion - hajimari no fukuin,psp,2010.0,misc,d3publisher,0.0,0.0,0.02,0.0,0.02
15152,nfl blitz pro,gc,2003.0,sports,midway games,0.02,0.0,0.0,0.0,0.02
15153,rocket league,pc,2016.0,sports,505 games,0.01,0.01,0.0,0.0,0.02
15154,balls of fury,wii,2007.0,sports,zoo digital publishing,0.02,0.0,0.0,0.0,0.02
15155,18 wheels of steel: extreme trucker,pc,2009.0,racing,rondomedia,0.0,0.02,0.0,0.0,0.02
15156,rugby world cup 2015,xone,2015.0,sports,ubisoft,0.0,0.02,0.0,0.0,0.02
15157,winning post 8 2015,ps3,2015.0,action,tecmo koei,0.0,0.0,0.02,0.0,0.02
15158,veggy world,ds,2011.0,shooter,jack of all games,0.02,0.0,0.0,0.0,0.02
15159,commandos: strike force,xb,2006.0,shooter,eidos interactive,0.02,0.0,0.0,0.0,0.02
15160,ukiyo no roushi,psv,2015.0,action,unknown,0.0,0.0,0.02,0.0,0.02
15161,sbk: snowboard kids,ds,2005.0,sports,rising star games,0.02,0.0,0.0,0.0,0.02
15162,warriors of the lost empire (jp sales),psp,2007.0,role-playing,mercury games,0.0,0.0,0.02,0.0,0.02
15163,jojo's bizarre adventure,ps,1999.0,fighting,virgin interactive,0.01,0.01,0.0,0.0,0.02
15164,lode runner,ds,2006.0,puzzle,hudson entertainment,0.0,0.0,0.02,0.0,0.02
15165,zathura,xb,2005.0,adventure,take-two interactive,0.02,0.0,0.0,0.0,0.02
15166,cities in motion collection,pc,2011.0,simulation,unknown,0.0,0.02,0.0,0.0,0.02
15167,evolution snowboarding,ps2,2002.0,sports,konami digital entertainment,0.01,0.01,0.0,0.0,0.02
15168,jissen pachinko hisshouhou! cr sakura taisen,ps2,2007.0,misc,sega,0.0,0.0,0.02,0.0,0.02
15169,aegis of earth: protonovus assault,ps4,2016.0,action,pqube,0.02,0.0,0.0,0.0,0.02
15170,freedom wings,ds,2006.0,simulation,natsume,0.02,0.0,0.0,0.0,0.02
15171,super nazo puyo tsuu: ruruu no tetsuwan hanjyouki,snes,1996.0,puzzle,compile,0.0,0.0,0.02,0.0,0.02
15172,zillions of enemy x: zetsukai no crusade,ps3,2013.0,role-playing,nippon ichi software,0.0,0.0,0.02,0.0,0.02
15173,dream chronicles,ds,2010.0,adventure,zoo games,0.02,0.0,0.0,0.0,0.02
15174,kung fu panda: showdown of legendary legends,ps3,2015.0,action,little orbit,0.0,0.02,0.0,0.0,0.02
15175,the settlers iv,pc,2001.0,strategy,blue byte,0.0,0.02,0.0,0.0,0.02
15176,happiness! de-lucks,ps2,2007.0,adventure,marvelous interactive,0.0,0.0,0.02,0.0,0.02
15177,mount & blade,pc,2008.0,role-playing,paradox interactive,0.0,0.02,0.0,0.0,0.02
15178,doki majo plus,ds,2009.0,adventure,snk playmore,0.0,0.0,0.02,0.0,0.02
15179,eureka seven vol. 2: the new vision,ps2,2006.0,shooter,namco bandai games,0.0,0.0,0.02,0.0,0.02
15180,love once: mermaid's tears,ps3,2011.0,adventure,unknown,0.0,0.0,0.02,0.0,0.02
15181,puzzle challenge: crosswords and more!,ps2,2006.0,puzzle,crave entertainment,0.01,0.01,0.0,0.0,0.02
15182,mata hari: betrayal is only a kiss away,pc,2008.0,adventure,dtp entertainment,0.0,0.02,0.0,0.0,0.02
15183,"simple 2500 series portable!! vol. 12: the hohei 2: senyuu yo, sakini ike",psp,2009.0,action,d3publisher,0.0,0.0,0.02,0.0,0.02
15184,muppets party cruise,gc,2003.0,misc,tdk mediactive,0.02,0.0,0.0,0.0,0.02
15185,quake 4,pc,2005.0,shooter,activision,0.0,0.02,0.0,0.0,0.02
15186,maximum capacity: hotel giant,pc,2002.0,strategy,jowood productions,0.0,0.02,0.0,0.0,0.02
15187,sengoku otome: legend battle,psv,2016.0,action,unknown,0.0,0.0,0.02,0.0,0.02
15188,shippuu mahou daisakusen: kingdom-grandprix,sat,1996.0,shooter,gaga,0.0,0.0,0.02,0.0,0.02
15189,yamasa digi portable: matsuri no tatsujin - win-chan no natsumatsuri,psp,2006.0,misc,yamasa entertainment,0.0,0.0,0.02,0.0,0.02
15190,quiz present variety q-sama!! ds: pressure study x atama gai kunaru drill sp,ds,2011.0,misc,plenty,0.0,0.0,0.02,0.0,0.02
15191,fritz chess,ds,2009.0,strategy,deep silver,0.02,0.0,0.0,0.0,0.02
15192,heart no kuni no alice anniversary ver.: wonderful wonder world,psp,2011.0,adventure,quinrose,0.0,0.0,0.02,0.0,0.02
15193,fuel,pc,2009.0,racing,codemasters,0.0,0.02,0.0,0.0,0.02
15194,serious sam: next encounter,gc,2004.0,shooter,global star,0.02,0.0,0.0,0.0,0.02
15195,pachipara 15: super umi monogatari in okinawa 2,ps3,2010.0,misc,irem software engineering,0.0,0.0,0.02,0.0,0.02
15196,motto! sonicomi,ps3,2014.0,simulation,kadokawa games,0.0,0.0,0.02,0.0,0.02
15197,let's play flight attendant,ds,2010.0,simulation,deep silver,0.02,0.0,0.0,0.0,0.02
15198,akai ito ds,ds,2008.0,adventure,alchemist,0.0,0.0,0.02,0.0,0.02
15199,knight's apprentice: memorick's adventures,xb,2004.0,action,microids,0.02,0.0,0.0,0.0,0.02
15200,saint,wii,nan,shooter,unknown,0.02,0.0,0.0,0.0,0.02
15201,darksiders,ps3,2010.0,action,thq,0.01,0.01,0.0,0.0,0.02
15202,natsuiro no sunadokei,ps2,2002.0,adventure,princess soft,0.0,0.0,0.02,0.0,0.02
15203,indigo prophecy,pc,2005.0,adventure,atari,0.0,0.02,0.0,0.0,0.02
15204,jissen pachi-slot hisshouhou! mister magic neo,ps2,2007.0,misc,sega,0.0,0.0,0.02,0.0,0.02
15205,tale of a hero,pc,2010.0,adventure,daedalic,0.0,0.02,0.0,0.01,0.02
15206,valentino rossi: the game,xone,2016.0,racing,namco bandai games,0.0,0.02,0.0,0.0,0.02
15207,turbo: super stunt squad,ps3,2013.0,sports,d3publisher,0.0,0.02,0.0,0.0,0.02
15208,fifa soccer 09,pc,2008.0,sports,electronic arts,0.0,0.02,0.0,0.0,0.02
15209,the lord of the rings: the battle for middle-earth ii,pc,2006.0,strategy,electronic arts,0.01,0.01,0.0,0.0,0.02
15210,ballblazer champions,ps,1997.0,sports,cto spa,0.01,0.01,0.0,0.0,0.02
15211,steal princess,ds,nan,platform,unknown,0.02,0.0,0.0,0.0,0.02
15212,so blonde,pc,2008.0,adventure,eidos interactive,0.0,0.02,0.0,0.0,0.02
15213,winter sports 2011,x360,2011.0,sports,dtp entertainment,0.0,0.02,0.0,0.0,0.02
15214,koisuru otome to shugo no tate: the shield of aigis,ps2,2008.0,adventure,alchemist,0.0,0.0,0.02,0.0,0.02
15215,disney's meet the robinsons,ds,2007.0,action,disney interactive studios,0.02,0.0,0.0,0.0,0.02
15216,casper's scare school: classroom capers,ds,2008.0,adventure,blast! entertainment ltd,0.02,0.0,0.0,0.0,0.02
15217,moujuutsukai to oujisama portable,psp,2011.0,adventure,idea factory,0.0,0.0,0.02,0.0,0.02
15218,galaxy angel ii: eigou kaiki no koku,ps2,2009.0,strategy,broccoli,0.0,0.0,0.02,0.0,0.02
15219,genroh,psp,2012.0,action,idea factory,0.0,0.0,0.02,0.0,0.02
15220,otome wa oanesama boku ni koi shiteru portable,psp,2010.0,adventure,alchemist,0.0,0.0,0.02,0.0,0.02
15221,iron phoenix,xb,2005.0,fighting,sega,0.02,0.0,0.0,0.0,0.02
15222,legend: hand of god,pc,2007.0,role-playing,dtp entertainment,0.0,0.02,0.0,0.0,0.02
15223,geon cube,wii,2009.0,puzzle,p2 games,0.02,0.0,0.0,0.0,0.02
15224,tennis no oji-sama: driving smash! side king,ds,2008.0,sports,konami digital entertainment,0.0,0.0,0.02,0.0,0.02
15225,kuon,ps2,2004.0,adventure,indie games,0.01,0.01,0.0,0.0,0.02
15226,kannou mukashi banashi portable,psp,2012.0,adventure,idea factory,0.0,0.0,0.02,0.0,0.02
15227,umineko no naku koro ni: majo to suiri no rinbukyoku,ps3,2010.0,adventure,alchemist,0.0,0.0,0.02,0.0,0.02
15228,diabolik lovers: more blood,psv,2015.0,adventure,idea factory,0.0,0.0,0.02,0.0,0.02
15229,triple crown championship snowboarding,wii,2010.0,sports,destineer,0.02,0.0,0.0,0.0,0.02
15230,unchainblades exxiv,3ds,2012.0,role-playing,furyu,0.0,0.0,0.02,0.0,0.02
15231,the fast and the furious,psp,2007.0,racing,deep silver,0.02,0.0,0.0,0.0,0.02
15232,fallout trilogy,pc,2004.0,role-playing,ubisoft,0.0,0.02,0.0,0.0,0.02
15233,carmen sandiego: the secret of the stolen drums,gc,2004.0,action,bam! entertainment,0.02,0.0,0.0,0.0,0.02
15234,the sims: complete collection,pc,2005.0,simulation,electronic arts,0.01,0.01,0.0,0.0,0.02
15235,command & conquer 3: deluxe edition,pc,2008.0,strategy,electronic arts,0.0,0.02,0.0,0.0,0.02
15236,dance! it's your stage,ps3,2011.0,misc,dtp entertainment,0.0,0.02,0.0,0.01,0.02
15237,sacred gold,pc,2005.0,role-playing,encore,0.0,0.02,0.0,0.0,0.02
15238,dies irae: amantes amentes,psp,2012.0,action,views,0.0,0.0,0.02,0.0,0.02
15239,puyo puyo! 15th anniversary,psp,2007.0,puzzle,sega,0.0,0.0,0.02,0.0,0.02
15240,mind over matter,ds,2010.0,puzzle,505 games,0.02,0.0,0.0,0.0,0.02
15241,the idolmaster: gravure for you! vol.9,ps3,2012.0,action,namco bandai games,0.0,0.0,0.02,0.0,0.02
15242,discovery kids: snake safari,ds,2009.0,simulation,505 games,0.02,0.0,0.0,0.0,0.02
15243,ryu-koku,ps2,2006.0,adventure,kid,0.0,0.0,0.02,0.0,0.02
15244,maji de manabu: lec de ukaru - ds hishou boki 3-kyuu,ds,2008.0,misc,square enix,0.0,0.0,0.02,0.0,0.02
15245,group s challenge,xb,2003.0,racing,capcom,0.02,0.0,0.0,0.0,0.02
15246,gunparade orchestra: midori no shou,ps2,2006.0,adventure,sony computer entertainment,0.0,0.0,0.02,0.0,0.02
15247,shooter: starfighter sanvein,ps,2000.0,shooter,midas interactive entertainment,0.01,0.01,0.0,0.0,0.02
15248,jewel master: cradle of rome 2,ds,2011.0,puzzle,rising star games,0.0,0.02,0.0,0.0,0.02
15249,sakura wars 1 & 2,psp,2006.0,strategy,sega,0.0,0.0,0.02,0.0,0.02
15250,kao challengers,psp,2005.0,platform,atari,0.02,0.0,0.0,0.0,0.02
15251,brave: the video game,ds,2012.0,action,disney interactive studios,0.0,0.02,0.0,0.0,0.02
15252,order of war,pc,2009.0,strategy,square enix,0.0,0.01,0.0,0.0,0.02
15253,terminator 3: the redemption,gc,2004.0,shooter,atari,0.02,0.0,0.0,0.0,0.02
15254,painkiller,pc,2004.0,shooter,dreamcatcher interactive,0.0,0.02,0.0,0.0,0.02
15255,date a live: arusu install,ps3,2014.0,adventure,compile heart,0.0,0.0,0.02,0.0,0.02
15256,canimal triple,psv,2014.0,misc,warner bros. interactive entertainment,0.0,0.02,0.0,0.0,0.02
15257,tengen toppa gurren-lagann,ds,2007.0,action,konami digital entertainment,0.0,0.0,0.02,0.0,0.02
15258,sugoi hebereke,snes,1994.0,fighting,sunsoft,0.0,0.0,0.02,0.0,0.02
15259,pebble beach golf links,sat,1994.0,sports,sega,0.0,0.0,0.02,0.0,0.02
15260,spider-man: web of shadows,pc,2008.0,action,activision,0.0,0.02,0.0,0.0,0.02
15261,dakar 2: the world's ultimate rally,xb,2003.0,racing,acclaim entertainment,0.02,0.0,0.0,0.0,0.02
15262,jelly belly: ballistic beans,wii,2009.0,puzzle,zoo digital publishing,0.02,0.0,0.0,0.0,0.02
15263,popcap hits!,x360,2011.0,misc,popcap games,0.0,0.02,0.0,0.0,0.02
15264,mario tennis,3ds,nan,sports,nan,0.0,0.0,0.02,0.0,0.02
15265,higurashi daybreak portable mega edition,psp,2009.0,adventure,alchemist,0.0,0.0,0.02,0.0,0.02
