video_game_key,title,genre,platform,publisher,year
12643,scrabble blast!,misc,gba,zoo digital publishing,2005
12644,dino pets,simulation,ds,avanquest,2009
12645,fate/stay night [réalta nua],adventure,psv,kadokawa shoten,2012
12646,the mysterious case of dr. jekyll and mr. hyde,adventure,ds,o-games,2010
12647,gintama no sugoroku,action,psp,namco bandai games,2013
12648,kid fit island resort,sports,wii,avanquest,2010
12649,the lord of the rings: aragorn's quest,action,ps2,warner bros. interactive entertainment,2010
12650,roogoo twisted towers,puzzle,wii,southpeak games,2009
12651,doraemon 4: nobita to toki no okoku,platform,snes,epoch,1995
12652,myst,adventure,sat,sunsoft,1994
12653,f1 2010,racing,pc,codemasters,2010
12654,toaru kagaku no chou denjihou,adventure,psp,kadokawa shoten,2011
12655,starwinder: the ultimate space race,racing,ps,mindscape,1996
12656,the lost chronicles of zerzura,adventure,pc,dtp entertainment,2012
12657,ski region simulator,simulation,pc,excalibur publishing,2011
12658,angelique trois,adventure,ps2,tecmo koei,2000
12659,dreamer series: babysitter,simulation,ds,deep silver,2009
12660,diva girls: divas on ice,sports,ds,505 games,2009
12661,dance dance revolution: mario mix (jp sales),simulation,gc,nintendo,2005
12662,a-train 6,strategy,ps2,midas interactive entertainment,2000
12663,meitantei conan: tantei ryoku trainer,misc,ds,namco bandai games,2007
12664,motogp,racing,gba,thq,2002
12665,espn international winter sports 2002,sports,ps2,konami digital entertainment,2002
12666,"tennis no oji-sama: doubles no oji-sama - girls, be gracious!",sports,ds,konami digital entertainment,2009
12667,kimikiss (ebkore+),adventure,ps2,enterbrain,2008
12668,gold and glory: the road to el dorado,adventure,ps,ubisoft,2000
12669,nba live 07,sports,xb,electronic arts,2006
12670,choro q marine: q boat,racing,ps,takara,1998
12671,gunpey,puzzle,psp,atari,2006
12672,battlebots: beyond the battlebox,action,gba,vivendi games,2002
12673,mx vs. atv supercross encore,sports,ps4,nordic games,2015
12674,yuugen gaisha brave company,strategy,3ds,namco bandai games,2011
12675,mighty beanz: pocket puzzles,puzzle,gba,majesco entertainment,2004
12676,ken to mahou to gakuen mono. 3d,role-playing,3ds,acquire,2011
12677,history great empires: rome,strategy,ds,black bean games,2009
12678,the king of fighters '96,fighting,ng,snk,1996
12679,friends: the one with all the trivia,misc,ps2,warner bros. interactive entertainment,2005
12680,mame goma 2: uchi no ko ga ichiban!,simulation,ds,creative core,2008
12681,backyard nfl football '08,sports,ps2,atari,2007
12682,coraline,action,wii,d3publisher,2009
12683,gunbird,shooter,sat,atlus,1995
12684,imagine: party planner,simulation,ds,ubisoft,2009
12685,dream c club portable,simulation,psp,d3publisher,2010
12686,tom clancy's rainbow six 3,shooter,gc,ubisoft,2004
12687,elemental gearbolt,shooter,ps,sony computer entertainment,1997
12688,space chimps,platform,ds,brash entertainment,2008
12689,tony hawk's pro skater 5,sports,ps3,activision,2015
12690,wwf wrestlemania: the arcade game,fighting,ps,acclaim entertainment,1995
12691,handball 16,sports,ps4,bigben interactive,2015
12692,cabela's big game hunter 2005 adventures,sports,gba,activision,2004
12693,grand kingdom,role-playing,ps4,nippon ichi software,2015
12694,mega man 8 anniversary collector's edition,platform,sat,capcom,1997
12695,v-rally 3,racing,ps2,atari,2002
12696,nobunaga no yabou: souzou,strategy,ps4,tecmo koei,2014
12697,whiplash,racing,xb,eidos interactive,2003
12698,grid,racing,ds,codemasters,0
12699,pro yakyuu famista 2011,sports,3ds,namco bandai games,2011
12700,impact racing,racing,ps,jvc,1996
12701,my horse & me: riding for gold,sports,wii,atari,2008
12702,sled shred featuring the jamaican bobsled team,sports,wii,southpeak games,2010
12703,amazing island,strategy,gc,sega,2004
12704,seablade,shooter,xb,tdk mediactive,2002
12705,jikkyou powerful pro yakyuu dreamcast edition,sports,dc,konami digital entertainment,2000
12706,carmen sandiego: the secret of the stolen drums,action,ps2,bam! entertainment,2004
12707,tokyo mono harashi: karasu no mori gakuen kitan,role-playing,psp,atlus,2010
12708,activision hits: remixed,misc,psp,activision,2006
12709,death jr. ii: root of evil,platform,psp,konami digital entertainment,2006
12710,hail to the chimp,misc,x360,gamecock,2008
12711,motogp 4 - official game of motogp,racing,ps2,sony computer entertainment,2005
12712,legend of kay,action,wiiu,nordic games,2015
12713,kyoukai senjou no horizon portable,adventure,psp,kadokawa shoten,2013
12714,4 elements,puzzle,pc,mastertronic,2009
12715,shining force iii: scenario 2,strategy,sat,sega,1998
12716,captain america: super soldier,action,ds,sega,0
12717,airline tycoon 2,simulation,pc,kalypso media,2011
12718,worms world party,strategy,gba,ubisoft,2002
12719,medabots: metabee,role-playing,gba,natsume,2002
12720,medal of honor: airborne,shooter,pc,electronic arts,2007
12721,nhl legacy,action,x360,electronic arts,2015
12722,final fight: streetwise,action,ps2,capcom,2006
12723,speed kings,racing,xb,acclaim entertainment,2003
12724,drivers ed portable,misc,ds,jowood productions,2008
12725,rebelstar: tactical command,strategy,gba,atari,2005
12726,kamen rider: battride war genesis,action,ps4,namco bandai games,2016
12727,il-2 sturmovik: cliffs of dover,simulation,pc,ubisoft,2011
12728,gladiator: sword of vengeance,action,xb,acclaim entertainment,2003
12729,unsolved crimes,adventure,ds,empire interactive,2008
12730,minna to kimi no piramekino!,misc,ds,namco bandai games,2010
12731,virtua tennis 3,sports,psp,sega,2007
12732,bombastic,puzzle,ps2,capcom,2002
12733,xiaolin showdown,action,ds,konami digital entertainment,2006
12734,nhl powerplay 98,sports,ps,virgin interactive,1997
12735,olympic soccer: atlanta 1996,sports,ps,u.s. gold,1996
12736,lernerfolg vorschule: capt'n sharky,misc,ds,tivola,2009
12737,samurai dou portable,action,psp,spike,2008
12738,princess on ice,sports,ds,505 games,2008
12739,countdown: the game,puzzle,wii,mindscape,2009
12740,phantasy star online episode i & ii plus,role-playing,gc,sega,2003
12741,samurai warriors 4: empires,action,psv,tecmo koei,2015
12742,ducktales: remastered,action,ps3,capcom,2013
12743,front mission 2089: border of madness,strategy,ds,square enix,2008
12744,miracle girls festival,misc,psv,sega,2015
12745,dual hearts,role-playing,ps2,sony computer entertainment,2002
12746,7 wonders: treasures of seven,puzzle,ds,avanquest,2011
12747,nfl quarterback club 2002,sports,gc,acclaim entertainment,2001
12748,saki: zenkoku-hen,misc,psv,kaga create,2015
12749,mister slime,action,ds,southpeak games,2008
12750,shiren the wanderer 5 plus: fortune tower and the dice of fate,action,psv,aksys games,2015
12751,"murder, she wrote",adventure,pc,focus home interactive,2009
12752,virtual villagers: a new home,simulation,ds,pqube,2010
12753,wing commander: prophecy,simulation,gba,"destination software, inc",2003
12754,marc ecko's getting up: contents under pressure,action,ps2,atari,2006
12755,learn science,misc,ds,dreamcatcher interactive,2010
12756,sega soccer slam,sports,xb,sega,2002
12757,hakuouki: reimeiroku,adventure,ps2,idea factory,2010
12758,vertigo,strategy,wii,playlogic game factory,2009
12759,blood omen 2,action,gc,eidos interactive,2002
12760,nba 2k17,sports,x360,take-two interactive,2016
12761,shin sangoku musou 5 empires,action,psp,tecmo koei,2010
12762,front mission evolved,shooter,pc,square enix,2010
12763,carve,racing,xb,global star,2004
12764,blowout,shooter,xb,zoo digital publishing,2003
12765,mcdroid,strategy,psp,namco bandai games,2011
12766,gachitora! abarenbou kyoushi in high school,action,psp,spike,2011
12767,wta tour tennis,sports,ps2,konami digital entertainment,2001
12768,bottom of the 9th '99,sports,ps,konami digital entertainment,1998
12769,dynasty warriors 5,action,xb,tecmo koei,2005
12770,famicom mini: dig dug,puzzle,gba,namco bandai games,2004
12771,fifa soccer 2003,sports,gba,electronic arts,2002
12772,naval ops: commander,simulation,ps2,tecmo koei,2004
12773,adventure time: finn & jake investigations,action,wiiu,little orbit,2015
12774,defendin' de penguin,strategy,wii,zushi games,2008
12775,bleach: blade battlers,fighting,ps2,sony computer entertainment,2006
12776,rez,shooter,ps2,sony computer entertainment,2001
12777,goosebumps: the game,adventure,3ds,wayforward technologies,2015
12778,mlb slugfest 2006,sports,xb,midway games,2006
12779,rockin' pretty,misc,ds,arc system works,2009
12780,jake power: policeman,adventure,ds,ubisoft,2008
12781,samurai warriors 4-ii,action,psv,tecmo koei,2015
12782,jissen pachislot hisshouhou! hokuto no ken ds se,misc,ds,sega,2006
12783,uefa euro 2004: portugal,sports,xb,electronic arts,2004
12784,lufia: the ruins of lore,role-playing,gba,taito,2002
12785,major minor's majestic march,misc,wii,majesco entertainment,2009
12786,shaman king: soul fight,platform,gc,namco bandai games,2003
12787,samurai deeper kyo,fighting,ps,namco bandai games,2002
12788,dark souls iii,role-playing,pc,namco bandai games,2016
12789,medabots: infinity,role-playing,gc,ubisoft,2003
12790,tom clancy's hawx 2,action,pc,ubisoft,2010
12791,zapper: one wicked cricket!,platform,xb,infogrames,2002
12792,jirou akagawa: majotachi no nemuri,adventure,snes,pack-in-video,1995
12793,arcana heart 3,fighting,x360,pqube,2011
12794,bust-a-bloc,puzzle,ps2,midas interactive entertainment,2002
12795,sitting ducks,platform,ps2,lsp games,2003
12796,puyo puyo 7,puzzle,wii,sega,2009
12797,animal planet: vet collection,simulation,ds,activision,2010
12798,imagine animal doctor care center,simulation,ds,ubisoft,2010
12799,rugby 15,sports,x360,bigben interactive,2015
12800,nfl blitz pro,sports,xb,midway games,2003
12801,major league baseball 2k11,sports,psp,take-two interactive,2011
12802,uta no prince-sama: music 3,action,psv,broccoli,2016
12803,pretty cure all stars everyone gather ? let's dance!,misc,wii,namco bandai games,2013
12804,new prince of tennis: go to the top,action,3ds,furyu,2015
12805,zyuden sentai kyoryuger: game de gaburincho!!,action,3ds,namco bandai games,2013
12806,nobunaga's ambition: sphere of influence,strategy,psv,tecmo koei,2014
12807,hi-octane: the track fights back!,racing,ps,electronic arts,1995
12808,venetica,role-playing,pc,dtp entertainment,2009
12809,black sigil: blade of the exiled,role-playing,ds,graffiti,2009
12810,tour de france 2011,racing,x360,focus home interactive,0
12811,wakeboarding unleashed featuring shaun murray,sports,xb,activision,2003
12812,trackmania turbo: build to race,racing,ds,ubisoft,2010
12813,zombiu,action,ps4,ubisoft,2016
12814,domino rally,action,wii,nordcurrent,2007
12815,doraemon 2: nobita no toizurando daibouken,role-playing,snes,epoch,1993
12816,samurai champloo: sidetracked,action,ps2,namco bandai games,2006
12817,teenage mutant ninja turtles: mutants in manhattan,action,ps3,activision,2016
12818,katekyoo hitman reborn! ds: shinuki max! vongola carnival!!,action,ds,takara tomy,2007
12819,utawarerumono: futari no hakuoro,misc,psv,aqua plus,2016
12820,chaos;child,adventure,psv,5pb,2015
12821,fatal fury: wild ambition,fighting,ps,snk playmore,1999
12822,metal fight beyblade: bakugami susanoh shuurai!,action,ds,hudson soft,2010
12823,dengeki gakuen rpg: cross of venus,role-playing,ds,ascii media works,2009
12824,judge dredd,platform,ps,gremlin interactive ltd,1997
12825,fifa 17,sports,pc,electronic arts,2016
12826,minna no ennichi,action,3ds,namco bandai games,2012
12827,winning post 8,racing,ps3,tecmo koei,2014
12828,king arthur,action,xb,konami digital entertainment,2004
12829,dodonpachi resurrection,shooter,x360,rising star games,2010
12830,bass rise,sports,ps,namco bandai games,1999
12831,uefa champions league 2006-2007,sports,x360,electronic arts,2007
12832,dynamite headdy,platform,gen,sega,1993
12833,hunted: the demon's forge,action,pc,bethesda softworks,2011
12834,choujikuu yousai macross: do you remember love,shooter,ps3,namco bandai games,2012
12835,arcania: gothic 4,role-playing,ps4,nordic games,2015
12836,persona 2: eternal punishment,role-playing,psp,atlus,2012
12837,dragon's lair 3d: return to the lair,platform,xb,ubisoft,2002
12838,growlanser: heritage of war (jp sales),role-playing,ps2,rising star games,2006
12839,the bureau: xcom declassified,shooter,pc,take-two interactive,2013
12840,myst iv: revelation,adventure,xb,ubisoft,2005
12841,culdcept revolt,strategy,3ds,nintendo,2016
12842,sushi go-round,simulation,wii,asylum entertainment,2010
12843,pachinko wars ii,misc,snes,coconuts japan,1993
12844,myth makers: orbs of doom,puzzle,wii,popcorn arcade,2007
12845,toy soldiers: war chest,action,xone,ubisoft,2015
12846,the nightmare of druaga: fushigino dungeon,role-playing,ps2,arika,2004
12847,omega labyrinth,role-playing,psv,d3publisher,2015
12848,air conflicts: aces of world war ii,simulation,psp,graffiti,2009
12849,cities in motion,simulation,pc,paradox interactive,2011
12850,aliens in the attic,action,ds,playlogic game factory,2009
12851,virtua striker 2002,sports,gc,sega,2002
12852,kamen rider: dragon knight,fighting,ds,d3publisher,2009
12853,code lyoko,action,ds,game factory,2007
12854,taito legends power up,action,psp,destineer,2007
12855,fate/unlimited codes portable,fighting,psp,capcom,2009
12856,metal slug anthology,shooter,psp,ignition entertainment,2007
12857,tenchu: dark secret,action,ds,from software,2006
12858,game no kanzume vol 2,misc,scd,sega,1994
12859,disney's pk: out of the shadows,platform,gc,ubisoft,2002
12860,zoo quest: puzzle fun!,puzzle,ds,jowood productions,2008
12861,jojo no kimy? na b?ken fantomu buraddo,action,ps2,namco bandai games,2006
12862,the idolmaster 2,simulation,x360,namco bandai games,2011
12863,pq2: practical intelligence quotient,puzzle,psp,d3publisher,2006
12864,mr bean's wacky world of wii,adventure,wii,blast! entertainment ltd,2009
12865,powerdrome,racing,ps2,evolved games,2004
12866,dreamer series: puppy trainer,simulation,ds,dreamcatcher interactive,2008
12867,pro yakyuu spirits 5 kanzenban,sports,ps2,konami digital entertainment,2008
12868,tsumiki: block drop mania,action,ds,nobilis,2007
12869,shin sangoku musou 5 special,action,psp,tecmo koei,2009
12870,pony friends: mini breeds edition,simulation,ds,eidos interactive,2008
12871,otogi 2: immortal warriors,action,xb,sega,2003
12872,legend of kay,action,ps2,jowood productions,2005
12873,piglet's big game,platform,gc,gotham games,2003
12874,dead or alive xtreme 3: fortune,sports,ps4,tecmo koei,2016
12875,ivy the kiwi?,puzzle,ds,rising star games,2010
12876,fallout: brotherhood of steel,role-playing,xb,avalon interactive,2004
12877,strawberry shortcake: strawberryland games,action,ds,game factory,2006
12878,koi to senkyo to chocolate portable,adventure,psp,kadokawa shoten,2012
12879,indycar series,racing,xb,codemasters,2003
12880,hysteria hospital: emergency ward,action,wii,oxygen interactive,2009
12881,dokapon journey,role-playing,ds,sting,2008
12882,ultra bust-a-move,puzzle,xb,505 games,2004
12883,rally fusion: race of champions,racing,xb,activision,2002
12884,piglet's big game,platform,gba,thq,2003
12885,lucha libre aaa: heroes del ring,fighting,x360,konami digital entertainment,2010
12886,pony friends,simulation,ds,eidos interactive,2007
12887,natural doctrine,role-playing,ps3,nippon ichi software,2014
12888,pinball hall of fame: the gottlieb collection,misc,gc,crave entertainment,2005
12889,ferrari f355 challenge,racing,ps2,sony computer entertainment,2002
12890,morphx,shooter,x360,505 games,2010
12891,stranger of sword city,role-playing,psv,nippon ichi software,2015
12892,air traffic chaos,simulation,ds,ertain,2007
12893,battleship / connect four / sorry! / trouble,puzzle,ds,"destination software, inc",2006
12894,prism: light the way,puzzle,ds,eidos interactive,2007
12895,tiny toon adventures: toonenstein - dare to scare,action,ps,swing! entertainment,1998
12896,tv anime: fairy tale gekitou! madoushi kessen,fighting,ds,hudson soft,2010
12897,shifters,adventure,ps2,3do,2002
12898,rpg tsukuru ds,role-playing,ds,enterbrain,2010
12899,wrc 5: fia world rally championship,sports,ps4,bigben interactive,2015
12900,earth defense force 4.1: the shadow of new despair,shooter,ps4,xseed games,2015
12901,the bigs 2,sports,ds,take-two interactive,2009
12902,dramatic dungeon: sakura wars - kimi arugatame,role-playing,ds,sega,2008
12903,tna impact: cross the line,fighting,psp,southpeak games,2010
12904,spongebob: heropants,platform,psv,activision,2015
12905,lagoon,role-playing,snes,kemco,1991
12906,nanostray 2,shooter,ds,codemasters,2008
12907,project setsuna,role-playing,psv,square enix,2016
12908,microsoft flight simulator x acceleration expansion pack,simulation,pc,microsoft game studios,2007
12909,trick x logic: season 1,adventure,psp,sony computer entertainment,2010
12910,mortal kombat x,fighting,pc,warner bros. interactive entertainment,2015
12911,mawashite tsunageru touch panic,puzzle,ds,nintendo,2006
12912,luminous arc infinity,action,psv,marvel entertainment,2015
12913,monster! bass fishing,sports,gba,ignition entertainment,2003
12914,sigma star saga,role-playing,gba,atari,2005
12915,winning post 7 2010,sports,psp,tecmo koei,2010
12916,assetto corsa,racing,ps4,505 games,2016
12917,batman: gotham city racer,racing,ps,ubisoft,2001
12918,sengoku basara x,fighting,ps2,capcom,2008
12919,plants vs. zombies,strategy,pc,popcap games,2009
12920,top spin 2,sports,ds,take-two interactive,2006
12921,doraemon: nobita no kyouryuu 2006 ds,role-playing,ds,sega,2006
12922,ontamarama,action,ds,atlus,2007
12923,hakuoki: stories of the shinsengumi,adventure,ps3,idea factory,2010
12924,dokidoki majo shinpan!,adventure,ds,snk playmore,2007
12925,star wars: republic commando,shooter,pc,lucasarts,2005
12926,starry ? sky: in spring,misc,psp,asgard,2010
12927,fifa soccer 2004,sports,gba,electronic arts,2003
12928,armored core: formula front extreme battle,simulation,psp,505 games,2004
12929,downforce,racing,ps2,avalon interactive,2002
12930,bejeweled twist,puzzle,pc,popcap games,2008
12931,street fighter v,fighting,pc,capcom,2016
12932,little busters! converted edition,adventure,ps2,prototype,2009
12933,enemy front,shooter,x360,namco bandai games,2014
12934,dream salon,misc,wii,zoo games,2009
12935,disney's party,misc,gc,electronic arts,2002
12936,tennis no oji-sama: 2005 crystal drive,sports,ds,konami digital entertainment,2004
12937,sherlock holmes: crimes & punishments,adventure,pc,focus home interactive,2014
12938,jenga world tour,misc,wii,atari,2007
12939,summon night x: tears crown,role-playing,ds,namco bandai games,2009
12940,secret files: tunguska,adventure,ds,deep silver,2008
12941,taiho shichauzo!,adventure,ps,pioneer ldc,2001
12942,battle vs. chess,misc,ps3,topware interactive,0
12943,phantom crash,simulation,xb,phantagram,2002
12944,men of war: assault squad,strategy,pc,1c company,2011
12945,fishdom,puzzle,ds,atari,2011
12946,yanya caballista: city skater,sports,ps2,tecmo koei,2001
12947,expendable,action,ps,infogrames,1999
12948,imagine: artist,misc,ds,ubisoft,2009
12949,pet pals: new leash on life,simulation,ds,destineer,2010
12950,seaworld adventure parks: shamu's deep sea adventure,adventure,ds,activision,2005
12951,the idolmaster: gravure for you! vol. 2,misc,ps3,namco bandai games,2011
12952,arthur! ready to race,racing,ps,the learning company,2000
12953,thunder force v: perfect system,shooter,ps,technosoft,1998
12954,the typing of the dead,shooter,dc,sega,2000
12955,the idolm@ster: dearly stars,adventure,ds,namco bandai games,2009
12956,child of light,role-playing,ps4,ubisoft,2014
12957,over the hedge: hammy goes nuts!,platform,psp,activision,2006
12958,kart racer,racing,wii,nordic games,2009
12959,bakemonogatari portable,action,psp,namco bandai games,2012
12960,sam & max: beyond time and space,adventure,wii,atari,2010
12961,to heart 2: dungeon travelers,adventure,psv,aqua plus,2015
12962,tabi no yubisashi kaiwachou ds: ds series 2 chuugoku,misc,ds,nintendo,2006
12963,shrek super party,misc,gc,tdk mediactive,2003
12964,monster 4x4: masters of metal,racing,gc,ubisoft,2003
12965,bakusou kyoudai let's & go!! eternal wings,racing,ps,jaleco,1998
12966,caligula,role-playing,psv,furyu,2016
12967,steins;gate 0,adventure,psv,pqube,2015
12968,keroro gunsou: enshuu da yo! zenin shuugou part 2,action,ds,namco bandai games,2007
12969,nhl blades of steel '99,sports,n64,konami digital entertainment,1999
12970,lips: deutsche partyknaller,misc,x360,microsoft game studios,2009
12971,apassionata: die galanacht der pferde,simulation,ds,rtl,2009
12972,dungeon raiders,role-playing,ds,focus home interactive,2009
12973,second sight,adventure,gc,codemasters,2004
12974,philosoma,shooter,ps,sony computer entertainment,1995
12975,virtua fighter cg portrait series vol.5: wolf hawkfield,misc,sat,sega,1995
12976,puyo pop,puzzle,gba,sega,2001
12977,marriage royale: prism story,adventure,psp,ascii media works,2010
12978,super heroine chronicle,role-playing,psv,namco bandai games,2014
12979,kamiwaza,action,ps2,acquire,2006
12980,rave master,fighting,gc,konami digital entertainment,2002
12981,the technomancer,role-playing,ps4,focus home interactive,2016
12982,ben 10 galactic racing,racing,psv,d3publisher,2012
12983,kinnikuman muscle grand prix max,fighting,ps2,konami digital entertainment,2006
12984,hotel for dogs,simulation,wii,505 games,2009
12985,suzuki super-bikes ii: riding challenge,racing,ds,valcon games,2008
12986,mirror's edge catalyst,platform,pc,electronic arts,2016
12987,jim henson's muppets in spy muppets: license to croak,action,gba,tdk mediactive,2003
12988,medal of honor: european assault (weekly jp sales),shooter,ps2,electronic arts,2005
12989,lego the hobbit,action,pc,warner bros. interactive entertainment,2014
12990,alias,action,xb,acclaim entertainment,2004
12991,super robot taisen neo,strategy,wii,namco bandai games,2009
12992,pac-man and the ghostly adventures,platform,wiiu,namco bandai games,2013
12993,espn international winter sports 2002,sports,gc,konami digital entertainment,2002
12994,winter sports 2011,sports,ps3,dtp entertainment,2011
12995,outrun 2006: coast 2 coast,racing,ps2,sega,2006
12996,blues brothers 2000,platform,n64,virgin interactive,2000
12997,all star tennis 99,sports,n64,ubisoft,1999
12998,hercules: the legendary journeys,role-playing,n64,titus,2000
12999,dual heroes,fighting,n64,hudson soft,1997
13000,fighter destiny 2,fighting,n64,imagineer,1999
13001,chameleon twist 2,platform,n64,infogrames,1998
13002,nounai aeshe: iq suppli ds 2 - sukkiri king ketteisen,misc,ds,spike,2007
13003,pachipara 14: fuu to kumo to super umi in okinawa,misc,ps2,irem software engineering,2007
13004,winning post world,sports,ps3,tecmo koei,2009
13005,arx fatalis,role-playing,xb,mindscape,2003
13006,slam dunk sd heat up!!,sports,snes,namco bandai games,1995
13007,my body coach,sports,wii,big ben interactive,2009
13008,steins;gate 0,adventure,ps4,pqube,2015
13009,adventure time: finn & jake investigations,action,xone,little orbit,2015
13010,dead in the water,action,ps,asc games,1999
13011,winning post 7 2013,sports,ps3,tecmo koei,2013
13012,dirt 2,racing,pc,codemasters,2009
13013,detective conan: prelude from the past,action,ds,namco bandai games,2012
13014,dr. seuss: green eggs and ham,action,gba,newkidco,2003
13015,sea monsters: a prehistoric adventure,adventure,wii,zushi games,2007
13016,atelier rorona: alchemist of arland,role-playing,psv,nippon ichi software,2013
13017,guilty gear dust strikers,fighting,ds,majesco entertainment,2006
13018,dark summit,sports,gc,thq,2002
13019,singularity,shooter,pc,mastertronic,2010
13020,odoru daisousasen the game: sensuikan ni sennyuu seyo!,adventure,ds,namco bandai games,2010
13021,george of the jungle and the search for the secret,platform,ds,ignition entertainment,2008
13022,turbo turtle adventure,puzzle,gba,majesco entertainment,2002
13023,sengoku basara 4: sumeragi,action,ps4,capcom,2015
13024,"warhammer 40,000: dawn of war",strategy,pc,thq,2004
13025,shinseiki evangelion 2: tsukurareshi sekai - another cases,adventure,psp,namco bandai games,2006
13026,hisshou 777 fighter: pachi slot eiyu densetsu,misc,snes,vap,1994
13027,corpse party: blood covered - repeated fear,adventure,psp,5pb,2010
13028,chronicles of the sword,adventure,ps,psygnosis,1996
13029,hail to the chimp,misc,ps3,gamecock,2008
13030,the lost vikings,puzzle,gba,activision,2003
13031,keiba eight special,sports,snes,misawa,1993
13032,yaiba: ninja gaiden z,action,x360,tecmo koei,2014
13033,harukanaru toki no naka de 3,adventure,ps2,tecmo koei,2004
13034,codename: kids next door: operation v.i.d.e.o.g.a.m.e.,platform,gc,global star,2005
13035,need for speed carbon,racing,pc,electronic arts,2006
13036,reel fishing: the great outdoors,sports,psp,natsume,2006
13037,assassin's creed: altair's chronicles,platform,ds,ubisoft,2008
13038,pirates vs ninja dodgeball,sports,wii,southpeak games,2009
13039,guild 01,action,3ds,level 5,2012
13040,the history channel: great battles - medieval,strategy,ps3,slitherine software,0
13041,nike+ kinect training,sports,x360,microsoft game studios,2012
13042,durarara!! 3-way standoff,adventure,psp,ascii media works,2010
13043,ty the tasmanian tiger 3: night of the quinkan,action,gba,zoo digital publishing,2005
13044,cartoon network racing,action,ds,game factory,2006
13045,tokimeki memorial girl's side 2nd kiss,adventure,ps2,konami digital entertainment,2006
13046,fushigi no dungeon: fuurai no shiren 3 portable,role-playing,psp,spike,2010
13047,active life: magical carnival,misc,wii,namco bandai games,2011
13048,hokuto no ken,fighting,ps2,sega,2007
13049,yu-gi-oh! gx: spirit caller (japan sales),misc,ds,konami digital entertainment,2006
13050,stretch panic,platform,ps2,midas interactive entertainment,2001
13051,empire earth,strategy,pc,vivendi games,2001
13052,chousoku henkei gyrozetter: albatross no tsubasa,role-playing,3ds,square enix,2013
13053,baku baku,puzzle,sat,sega,1995
13054,pro cycling manager 2016,sports,ps4,focus home interactive,2016
13055,sd gundam: over galaxian,shooter,ps,namco bandai games,1996
13056,rogue ops,action,gc,kemco,2003
13057,smart kid's party fun pak,misc,ds,ufo interactive,2008
13058,mxgp 2,racing,xone,milestone s.r.l.,2016
13059,virtua tennis 3,sports,x360,sega,2007
13060,beatmania iidx 3rd style,simulation,ps2,konami digital entertainment,2000
13061,yu-gi-oh! world championship 2007,strategy,ds,konami digital entertainment,2007
13062,hummer badlands,racing,ps2,global star,2006
13063,freelancer,simulation,pc,microsoft game studios,2003
13064,woody woodpecker: escape from buzz buzzard park,platform,ps2,dreamcatcher interactive,2001
13065,operation flashpoint: dragon rising,shooter,pc,codemasters,2009
13066,"lupin iii: lupin ni wa shi o, zenigata ni wa koi o",adventure,ps2,505 games,2007
13067,furu furu park,misc,wii,taito,2007
13068,monster band,misc,ds,tivola,2008
13069,alter echo,shooter,xb,thq,2003
13070,beatmania iidx 4th style: new songs collection,simulation,ps2,konami digital entertainment,2001
13071,fushigi? kagaku: nazotoki quiz training - nazotore,misc,ds,benesse,2008
13072,g1 grand prix,action,3ds,genki,2012
13073,lego indiana jones 2: the adventure continues,action,pc,activision,2009
13074,quiz party,misc,wii,nintendo,2012
13075,mtx mototrax,racing,psp,activision,2006
13076,around the world in 80 days,action,gba,hip interactive,2004
13077,houkago shounen,misc,ds,konami digital entertainment,2008
13078,the grim adventures of billy & mandy,action,wii,midway games,2006
13079,classic dungeon x2,role-playing,psp,nippon ichi software,2011
13080,whirl tour,sports,gc,vivendi games,2002
13081,sesame street: cookie's counting carnival,misc,pc,warner bros. interactive entertainment,2010
13082,pinball tycoon,misc,gba,ignition entertainment,2002
13083,major league baseball 2k11,sports,ps2,take-two interactive,2011
13084,cartoon network block party,misc,gba,majesco entertainment,2004
13085,power spike pro beach volleyball,sports,ps,infogrames,2000
13086,white album: tsuzurareru fuyu no omoide,adventure,ps3,aqua plus,2010
13087,harukanaru toki no naka de: yumenoukihashi,adventure,ds,tecmo koei,2008
13088,shinseiki evangelion- eva: yukai na nakama tachi,misc,ps,gainax network systems,1998
13089,sd gundam: scad hammers,strategy,wii,namco bandai games,2006
13090,spitfire heroes: tales of the royal air force,simulation,ds,destineer,2008
13091,super bust-a-move,puzzle,gba,ubisoft,2001
13092,tna impact: cross the line,fighting,ds,southpeak games,2010
13093,adventure time: explore the dungeon because i don't know!,action,ps3,d3publisher,2013
13094,zoocube,puzzle,gba,acclaim entertainment,2002
13095,stunt gp,racing,ps2,titus,2001
13096,wicked monster blast!,shooter,wii,pqube,2011
13097,nba 2k,sports,dc,sega,1999
13098,d.gray-man: kami no shitotachi,adventure,ds,konami digital entertainment,2007
13099,bladestorm: nightmare,action,xone,tecmo koei,2015
13100,strikers 1945,shooter,sat,atlus,1996
13101,world series of poker,misc,gc,activision value,2005
13102,jikkyou oshaberi parodius,shooter,snes,konami digital entertainment,1995
13103,super jinsei game 2,misc,snes,takara,1995
13104,winter sports 3: the great tournament,sports,wii,tradewest,2010
13105,j-league winning eleven 2010: club championship,sports,ps2,konami digital entertainment,2010
13106,johnny bazookatone,platform,ps,u.s. gold,1995
13107,beastly frantic foto,puzzle,ds,storm city games,2011
13108,neverland card battles,role-playing,psp,idea factory,2008
13109,need for speed underground,racing,pc,electronic arts,2003
